0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.40991944,0.68613887,2.180502e-08,0.37978962,0.649234,-0.024829648,0.36449078,0.5874745,-0.036528684,0.38831344,0.5383354,-0.047815938,0.42207137,0.5236347,-0.05709741,0.35710362,0.51319903,-0.014863164,0.34930453,0.43153057,-0.03596737,0.34768817,0.38465768,-0.051060136,0.3463067,0.3393801,-0.06215158,0.39110792,0.51605046,-0.014937952,0.40384895,0.4709454,-0.04611246,0.40239406,0.52478695,-0.053876426,0.39585266,0.5501358,-0.051379263,0.4221149,0.52765274,-0.018741054,0.43484122,0.4895966,-0.046028294,0.42808047,0.53829104,-0.039645355,0.42044255,0.56042886,-0.02719001,0.4493444,0.5467419,-0.025550345,0.46341494,0.50673556,-0.0403125,0.4561847,0.53328186,-0.03245204,0.4488557,0.5531085,-0.021754727,1
0.42412096,0.68460286,9.5274366e-08,0.39655694,0.6509288,-0.034830753,0.38842085,0.5873235,-0.04774514,0.41677687,0.53591424,-0.056982227,0.4469326,0.5188822,-0.06312005,0.36595646,0.5134615,-0.021336121,0.35918653,0.43059826,-0.04074419,0.3586197,0.38210434,-0.053978957,0.35802191,0.33560437,-0.06369107,0.4007329,0.51118565,-0.014635887,0.4276393,0.47018313,-0.04711491,0.43164983,0.52330184,-0.056034803,0.42286476,0.5546738,-0.05309827,0.43218645,0.519607,-0.012137395,0.4543911,0.4896179,-0.04160187,0.45314732,0.5378221,-0.038894225,0.44312385,0.5618913,-0.027759932,0.45817542,0.53622645,-0.01306517,0.47951514,0.5062929,-0.030822618,0.47745654,0.5330451,-0.026912423,0.4679758,0.55204695,-0.018042108,1
0.4239356,0.69206214,8.493976e-08,0.41220903,0.65084666,-0.04943061,0.41875902,0.5878179,-0.06272767,0.44838992,0.5356787,-0.068689115,0.47304878,0.51005447,-0.06964205,0.37857807,0.5062966,-0.024132183,0.37902045,0.41897792,-0.04289724,0.38130128,0.36734998,-0.054434486,0.38433838,0.32207143,-0.061641157,0.412384,0.5110661,-0.007979557,0.4481888,0.46616942,-0.040549733,0.4496775,0.5178312,-0.04921756,0.4370734,0.5500879,-0.044293113,0.4411332,0.5218464,0.0020008585,0.4666136,0.48878077,-0.0305826,0.46524733,0.53754187,-0.03158251,0.45157683,0.56172454,-0.020716608,0.46180174,0.53820735,0.0077974377,0.48583144,0.50344956,-0.01288089,0.4863755,0.53061956,-0.0122501245,0.47447664,0.55326414,-0.004512516,1
0.42265972,0.6878327,6.537085e-08,0.4192164,0.65006936,-0.054824736,0.42851904,0.58734465,-0.06812394,0.45623234,0.53485703,-0.07204832,0.4808998,0.503683,-0.070542306,0.38173145,0.5001326,-0.031709258,0.3817224,0.41368493,-0.051482834,0.3835531,0.3611708,-0.061651662,0.38596445,0.3151292,-0.06752438,0.41197857,0.5021843,-0.012142097,0.45401663,0.45853895,-0.04362233,0.45806277,0.50850403,-0.049410727,0.4430285,0.5347259,-0.04319973,0.4374899,0.5115738,0.00055820437,0.47135487,0.48552698,-0.033793133,0.46918094,0.53387254,-0.035813056,0.4498044,0.54906905,-0.026189268,0.45446682,0.5275965,0.00896985,0.48432446,0.50441563,-0.013929904,0.48396647,0.5366243,-0.015443373,0.4651058,0.55516446,-0.0098015275,1
0.41868746,0.6786169,7.2384836e-08,0.41647574,0.6396265,-0.053836368,0.42673692,0.57778466,-0.066688046,0.45391235,0.5257842,-0.07070958,0.4775222,0.49453083,-0.06925652,0.3799409,0.49038535,-0.028482212,0.37968978,0.40273482,-0.04722147,0.3814122,0.3505378,-0.057223998,0.38399777,0.30478266,-0.06287411,0.41030702,0.49322727,-0.00916615,0.45147008,0.44988322,-0.039651554,0.45578453,0.49842727,-0.046190187,0.44148555,0.526855,-0.040551383,0.43578687,0.5035442,0.0032908882,0.46945995,0.47555378,-0.02947443,0.46775165,0.5225864,-0.032245692,0.44895095,0.54024225,-0.023214702,0.45240852,0.5204075,0.011444596,0.48281822,0.4955029,-0.008789966,0.4818591,0.5264669,-0.009746712,0.463368,0.54629785,-0.004011196,1
0.42416656,0.6759403,4.3073847e-08,0.40597928,0.6319913,-0.03885874,0.4076214,0.5740385,-0.055057008,0.44161388,0.52969205,-0.06808653,0.47448686,0.5082128,-0.077726245,0.39539212,0.48214883,-0.021797447,0.40171608,0.39681357,-0.04266691,0.40839207,0.34881735,-0.055619817,0.41497898,0.30370927,-0.06446359,0.43015492,0.48957905,-0.013600451,0.45882332,0.45599958,-0.046515822,0.453905,0.5092999,-0.05485121,0.43942502,0.5382378,-0.051227782,0.45887092,0.5065675,-0.010437314,0.4822039,0.48116738,-0.042150717,0.47274417,0.5312214,-0.038556274,0.456405,0.5549689,-0.025921611,0.4793392,0.52972656,-0.010972059,0.50530696,0.5036004,-0.030635735,0.50078017,0.53091925,-0.026409185,0.48629478,0.54919964,-0.016588451,1
0.422456,0.65774435,-2.0437124e-08,0.39498317,0.62351114,-0.021717224,0.38220122,0.56261474,-0.034237087,0.41208827,0.5238873,-0.046494,0.44692144,0.5139735,-0.057426505,0.39892393,0.4749127,-0.023244606,0.4070209,0.3921511,-0.048193388,0.4156064,0.3444862,-0.0659847,0.42286196,0.29824322,-0.0790476,0.43307975,0.48857462,-0.026004387,0.44759548,0.4592057,-0.062331986,0.43401045,0.51651794,-0.07148695,0.42227143,0.5389135,-0.070371725,0.46230736,0.5101299,-0.03170801,0.47704947,0.48401275,-0.06322251,0.45950273,0.5354492,-0.05580608,0.4475397,0.5515149,-0.04312873,0.4863424,0.5374585,-0.039836727,0.5026511,0.5081338,-0.05839764,0.48789263,0.5397911,-0.049881473,0.4771857,0.553784,-0.038587917,1
0.42060912,0.652763,6.0945116e-09,0.39205632,0.6239029,-0.017012056,0.3718382,0.56524396,-0.030415237,0.38632098,0.5205274,-0.045779612,0.4202854,0.51354164,-0.061557386,0.4047363,0.4716859,-0.019693889,0.41484284,0.39105588,-0.042636976,0.42236233,0.34068346,-0.058403775,0.42924777,0.297648,-0.06985417,0.43565664,0.4878408,-0.026061418,0.4322259,0.4538603,-0.06325883,0.4157334,0.51167464,-0.07161771,0.40970677,0.54345924,-0.06852833,0.46316233,0.5123161,-0.034908205,0.45988563,0.48401743,-0.06840208,0.44066572,0.53733194,-0.061229866,0.43372744,0.5637294,-0.046930198,0.4889782,0.54282606,-0.04548918,0.48772568,0.50955504,-0.063955665,0.4695996,0.5417709,-0.054545246,0.46248835,0.56101,-0.04199075,1
0.42210302,0.65008163,-8.077915e-08,0.39238024,0.61556053,-0.015804714,0.36915144,0.55943286,-0.03128852,0.3688421,0.512761,-0.04921462,0.39737105,0.51173025,-0.06744758,0.42176425,0.46811795,-0.015977997,0.42818296,0.3901573,-0.03808081,0.430409,0.33819324,-0.05239809,0.43478703,0.29760933,-0.063179,0.44837335,0.48050952,-0.022842702,0.41733965,0.4521239,-0.056976795,0.4003281,0.5081341,-0.06134949,0.4040877,0.5444697,-0.05622161,0.4703858,0.5038712,-0.03281641,0.4377457,0.48068807,-0.064063884,0.42104018,0.5291172,-0.05392881,0.424448,0.56213456,-0.038305953,0.49027944,0.5361054,-0.044867955,0.4640269,0.50798446,-0.062681794,0.4445919,0.53642607,-0.053951297,0.44350415,0.5605181,-0.042233933,1
